,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,pass_length,run_location,score_differential,fg_prob,td_prob,ep
25704,1,0,11,39.0,2,1342.0,2.0,,0.0,0.4179425723465383,0.33175757063331496,2.270527476373144
25705,1,0,6,21.0,2,1222.0,2.0,,0.0,0.515073272891582,0.35826278198371697,3.409197943093204
25706,1,0,1,46.0,2,812.0,2.0,,0.0,0.29464314668444386,0.4653971928540074,3.0759893417036466
25708,1,1,10,73.0,2,205.0,2.0,,-1.0,0.10540179787511328,0.1494452846683779,-0.15619190291367355
25709,0,0,10,81.0,1,26.0,,3.0,-6.0,0.06770500657694603,0.06346329712057258,0.14520422877514802
25710,0,0,1,1.0,1,1486.0,,3.0,-6.0,0.2042344011686846,0.7503353529582109,5.666308627471977
25712,1,0,9,46.0,1,1202.0,,3.0,1.0,0.36236723563249496,0.3373616856820798,1.9010806996065823
25713,1,0,6,19.0,2,978.0,2.0,,1.0,0.5236052286998095,0.355541091244464,3.4788181773669646
25714,1,0,1,1.0,1,860.0,,3.0,1.0,0.2010390057773597,0.7517205543470604,5.6807311703626535
25715,0,0,1,42.0,1,548.0,,3.0,8.0,0.2976533881517056,0.4452534660622697,3.1435613986851823
25716,1,0,3,70.0,2,379.0,2.0,,-11.0,0.14235652877461633,0.254642153403195,0.5300754711759512
25720,1,0,8,45.0,2,710.0,2.0,,1.0,0.3502879643340176,0.3347504952087912,2.042110560640724
25721,0,0,1,4.0,1,545.0,,1.0,1.0,0.5048787822770254,0.41973882142706936,4.218417837165285
25722,1,0,4,86.0,2,1733.0,2.0,,0.0,0.1156676089865007,0.2383482482168873,-1.3953545063708197
25725,1,0,13,51.0,2,1371.0,1.0,,0.0,0.3341432146813109,0.3067332110511149,1.2638868107310284
25726,1,1,3,12.0,2,1261.0,2.0,,0.0,0.5359082951254782,0.38145175792995495,3.860048210534706
25727,1,0,16,86.0,2,416.0,1.0,,11.0,0.08960298192092901,0.13822090654926625,-1.301197109515522
25729,1,0,4,69.0,1,45.0,,2.0,-18.0,0.10879787413043378,0.10506835167225384,0.6349193976397677
25734,1,0,6,85.0,2,900.0,2.0,,-36.0,0.11898551722845604,0.22463266529086606,-1.2394965630813397
25740,0,0,2,2.0,1,52.0,,3.0,-36.0,0.3654319801435891,0.4518038652501102,4.181788037848085
25741,1,0,9,47.0,2,1622.0,2.0,,0.0,0.35537771080589564,0.3320618257380452,1.734025936325712
25744,1,0,8,88.0,2,1030.0,2.0,,0.0,0.1091192608569656,0.20090901109506812,-1.7258075991380462
25745,0,0,1,75.0,2,497.0,2.0,,7.0,0.12767609946086714,0.3185658461931776,0.7959853079912944
25746,1,0,7,54.0,2,353.0,2.0,,7.0,0.2334495850372157,0.267265167002234,1.2364733293316632
25747,1,0,4,81.0,1,88.0,,2.0,14.0,0.07801152630877307,0.09058488002843296,0.315642638957742
25749,1,0,4,48.0,2,1266.0,2.0,,-17.0,0.3298914018905487,0.382768969441778,2.181266441766181
25752,1,0,6,30.0,2,524.0,1.0,,-7.0,0.4261878514470596,0.3474491980876536,2.93999821045161
25753,1,0,2,18.0,1,155.0,,1.0,-7.0,0.3894290760315179,0.3451948238352864,3.227379011778281
25759,1,0,7,51.0,2,1235.0,1.0,,-7.0,0.3221805233222535,0.3435009697587693,1.6403984196745829
25762,0,0,1,44.0,1,772.0,,1.0,4.0,0.30374431194357976,0.4656888939599562,3.177134631453643
25763,1,0,3,20.0,2,616.0,2.0,,4.0,0.4732603921598909,0.3881905696408107,3.6257939569404147
25766,1,0,3,68.0,1,270.0,,1.0,-11.0,0.1319115095546081,0.2294769534108112,0.6032680308296954
25768,1,1,8,65.0,2,30.0,1.0,,-11.0,0.12493683150747167,0.09637117198881193,0.6304286540826155
25769,1,0,12,71.0,1,1687.0,,1.0,-4.0,0.195400911652167,0.2468129085499703,-0.6524581786410502
25770,0,0,1,47.0,1,1577.0,,1.0,-4.0,0.2990044286512083,0.4694303253192854,2.964202081173508
25772,1,0,10,73.0,2,1137.0,2.0,,-11.0,0.1837181065446601,0.25374489882926504,-0.559337163704698
25775,0,0,1,9.0,1,778.0,,1.0,-11.0,0.4906810119442528,0.4378398249925671,4.240373695411844
25778,1,0,3,64.0,1,360.0,,3.0,3.0,0.16785250683067066,0.2737962379248127,0.9403407944285934
25787,1,0,6,76.0,2,408.0,2.0,,11.0,0.1244397627165686,0.207263083744318,-0.2248735740474697
25788,1,0,11,20.0,2,1568.0,1.0,,-14.0,0.545750090576711,0.32089711803742177,3.187663858274281
25790,1,1,2,8.0,2,1334.0,2.0,,-7.0,0.5378678518743321,0.3951499792346507,4.039847938581213
25791,0,1,1,35.0,1,1216.0,,3.0,0.0,0.3633897577132792,0.4787476614225087,3.638432381275733
25794,1,1,6,30.0,2,897.0,2.0,,3.0,0.4536343476710883,0.365963859330424,3.0731673624352633
25796,1,0,7,26.0,2,648.0,2.0,,10.0,0.4713801953850415,0.347149889063813,3.12680023072652
25797,1,1,3,73.0,2,125.0,2.0,,-24.0,0.08536698454528187,0.16109772022873126,0.2467928817274032
25802,1,0,7,95.0,2,972.0,2.0,,14.0,0.08310158692840203,0.17622940049092925,-2.1672803832177903
25808,1,0,2,64.0,2,120.0,1.0,,11.0,0.11358349113430355,0.20522669192178725,0.8212166280943213
25809,1,0,3,27.0,1,59.0,,2.0,11.0,0.3833122884922913,0.20685691866653105,2.40506313989614
25812,0,0,1,69.0,2,1116.0,2.0,,-18.0,0.18266477791575125,0.4082206159096473,1.3446730439083594
25813,1,0,10,10.0,2,911.0,2.0,,-18.0,0.6009196725160411,0.3486779885776448,4.032574208617927
25814,1,0,6,76.0,2,859.0,1.0,,12.0,0.15974269998421384,0.2627076256776964,-0.42479446066235205
25821,1,0,2,79.0,2,1032.0,2.0,,-3.0,0.14235895669626766,0.31613500341799405,-0.05092518113849565
25825,1,1,9,26.0,1,22.0,,3.0,4.0,0.3942400204222545,0.16188569612252313,2.1155718185139367
25827,0,0,1,30.0,1,1582.0,,1.0,0.0,0.3921609973332037,0.4733198747124912,3.785189602786647
25833,1,0,5,19.0,1,120.0,,3.0,4.0,0.3993216807222625,0.2899666192500227,2.8233609008766365
25835,1,0,3,44.0,2,1610.0,2.0,,0.0,0.3483263254843039,0.4026488046736166,2.548393404148333
25837,1,0,7,62.0,2,1320.0,2.0,,-3.0,0.24866938089266866,0.3135226750574344,0.6520114706462916
25838,1,0,6,74.0,2,1126.0,2.0,,-4.0,0.17506283726163305,0.2770476427657604,-0.333412909481827
25839,1,0,8,78.0,2,702.0,2.0,,-4.0,0.1443614054970502,0.2298342730751436,-0.6950097287717454
25841,1,0,5,45.0,2,76.0,2.0,,3.0,0.2605500995915977,0.16458515309850674,1.6103681034951651
25842,1,0,5,59.0,2,1672.0,2.0,,10.0,0.2624689548315155,0.33861605909621995,1.040231263523553
25843,1,0,15,52.0,2,1565.0,2.0,,10.0,0.3285688608213653,0.2945482290271449,1.049205952389203
25845,1,0,6,70.0,2,1384.0,2.0,,-13.0,0.19804524286207936,0.2924928453899001,-0.031327929410635225
25846,1,0,4,33.0,2,1216.0,2.0,,-13.0,0.4260450082902004,0.3925713463153993,3.098498561881198
25847,1,0,12,43.0,2,1031.0,1.0,,-6.0,0.3884468844738216,0.3241831112435569,1.997757172800468
25848,1,0,9,49.0,2,714.0,1.0,,1.0,0.32499073153264874,0.3213096617214593,1.6916387268891346
25851,0,0,1,42.0,1,333.0,,3.0,4.0,0.26441250455397525,0.3979291203330419,2.8245486296359856
25854,1,1,2,72.0,1,1761.0,,3.0,0.0,0.17620724556248618,0.3440358091450353,0.39487632102881065
25856,1,0,5,57.0,2,1489.0,2.0,,0.0,0.2760356838877964,0.3470584139408436,1.2696028092389642
25859,1,0,3,89.0,1,946.0,,3.0,-7.0,0.10236456360457646,0.24173775803727895,-1.1901745540639863
25860,1,0,9,71.0,2,789.0,1.0,,-7.0,0.18649109326810392,0.2585280675335541,-0.1905018018966113
25862,1,0,8,58.0,2,347.0,2.0,,-7.0,0.2089883895213361,0.24668291571151826,0.8939112334242691
25865,1,0,4,70.0,2,1727.0,2.0,,-7.0,0.1933241694481978,0.3111227998393991,0.12775317756604432
25868,0,0,1,77.0,2,1247.0,2.0,,-17.0,0.14724103750167625,0.3710070116850169,0.564436133521657
25869,1,1,6,49.0,1,964.0,,1.0,10.0,0.3286157352816013,0.35495431287425844,1.9218641069697435
25877,1,0,2,78.0,2,922.0,2.0,,-10.0,0.1448698811628933,0.3177575135405714,0.07620758307224884
25878,1,0,4,39.0,1,773.0,,3.0,10.0,0.3764178809309071,0.3853294171301217,2.7762397872309417
25881,1,0,2,33.0,2,137.0,2.0,,-13.0,0.2833724682442125,0.31690355367519685,2.5329211966510305
